goal_location,ps_location_0,ps_location_1,ps_location_10,ps_location_11,ps_location_12,ps_location_13,ps_location_14,ps_location_15,ps_location_16,ps_location_17,ps_location_18,ps_location_19,ps_location_2,ps_location_3,ps_location_4,ps_location_5,ps_location_6,ps_location_7,ps_location_8,ps_location_9,real_location,picked_0,picked_1,picked_2,picked_3,picked_4,picked_5,picked_6,picked_7,picked_8,picked_9
"(3.673000000000001, -0.2519999999999998)","[(2.1431044904795695, -4.656997628529502)]","[(2.8209970177635832, -4.1252325128598715)]","[(1.297186864071481, -3.8132864304046716)]","[(1.5511838274359533, -4.268558981143353)]","[(2.2400111341499582, -3.2746732745550062)]","[(2.6702066726237264, -3.794255628656278)]","[(2.434401694118555, -3.608459976596655)]","[(1.6750495032911352, -4.931887092099487)]","[(2.0248058318514266, -4.823261869653613)]","[(1.8487544463471337, -3.676549146242886)]","[(1.7012001386155804, -4.310397817633491)]","[(1.4051339874871633, -4.568910057970865)]","[(1.3086899942698, -4.983024664425852)]","[(2.441750157650273, -3.96093589285415)]","[(1.8611746760759689, -4.8696873702495775)]","[(1.5096537214784358, -3.896895798303788)]","[(1.6796297799431867, -3.731620835094207)]","[(2.2295734550912476, -4.359159485300646)]","[(1.896168519579019, -4.635682188511994)]","[(1.028494958621073, -4.313258849001496)]","(1.5730000000000004, -5.502000000000001)",False,False,False,False,False,False,False,False,False,False
"(0.8730000000000002, 1.4980000000000002)","[(2.553729714022171, -6.581348176428346)]","[(1.2369535562543736, -5.6834089968618295)]","[(3.2460452554457397, -5.504407269387576)]","[(1.6291851617602926, -6.059661448181513)]","[(1.408183194872394, -6.148516288460286)]","[(2.5017601376532235, -5.7900235348485)]","[(2.2363755453658483, -6.175828795035635)]","[(1.3935965712949596, -5.329909581021735)]","[(2.0808680997357856, -6.537779806559645)]","[(2.560493769322328, -6.2792219331540124)]","[(1.6392270501493005, -6.243576383570445)]","[(2.687253141640623, -5.5972117669610775)]","[(1.9501524600742677, -5.480174266413872)]","[(2.4340342710402734, -5.69811479090415)]","[(0.7912483984641747, -5.558373181268726)]","[(1.6415541371286244, -5.323900538370418)]","[(2.319229573606532, -6.194219028495538)]","[(2.157114286099133, -5.73068541557275)]","[(2.0600584058224505, -6.227844792529757)]","[(2.6052875869643186, -6.19806657357226)]","(0.17300000000000093, -6.002000000000001)",False,False,False,False,False,False,False,False,False,False
"(2.623, 2.1980000000000004)","[(-1.5204028933562075, -0.6557069010413611)]","[(-1.0975591298270158, 0.2632070384960814)]","[(-2.970845035562178, -0.10884740864370812)]","[(-1.24968205474847, -0.1723601959112726)]","[(-1.4013691172205014, -0.19828770110854688)]","[(-1.5186976641363843, -0.9340172891828593)]","[(-1.3799336472690986, -0.8042012540829413)]","[(-2.1947621837685967, -0.4778088214807526)]","[(-1.1359774549179633, -1.3274321242239173)]","[(-1.5353146370904533, -0.7003619580976258)]","[(-1.2627067535089824, -0.7587277926531262)]","[(-2.5460871467289037, 0.37478630510693445)]","[(-1.990874349077539, -0.8255597914246877)]","[(-1.6614594906795999, -0.5017791065523723)]","[(-1.7376463065831138, 0.09604794466638977)]","[(-0.5828904578966159, -0.8068279801710578)]","[(-1.4302107759583738, -0.5141641859684025)]","[(-0.9019775460051637, -0.7603272216784329)]","[(-1.1302234765235712, -0.9236695041186207)]","[(-1.5625300574139476, -0.23646620126556983)]","(-3.4269999999999996, -0.10200000000000031)",False,False,False,False,False,False,False,False,False,False
"(-0.7269999999999994, -2.002)","[(4.383878326675003, 0.7019033331709853)]","[(4.56572546198347, 1.6438808694861504)]","[(4.653484228408036, 1.225668931220842)]","[(4.676991707470376, 0.476643790233093)]","[(5.3106388316727715, 0.9827851305843007)]","[(4.484000147028982, 1.5278052288309052)]","[(4.053474046577554, 1.3016099519964364)]","[(4.14236192559891, 1.4316311790755922)]","[(4.615461091306237, 1.9563402955163554)]","[(3.669988890557989, 1.5445001354431127)]","[(4.234863584884366, 1.3404833497503512)]","[(4.297331445468111, 2.2015576462292326)]","[(4.344968922738525, 1.5336991912043552)]","[(3.1598858428561276, 1.804227515416187)]","[(4.520424408216235, 1.626630034577955)]","[(4.7373017033203455, 1.0972162000287686)]","[(3.6340902718983954, 0.5168813801109114)]","[(4.497913434193816, 1.3429604039488021)]","[(3.409172129041372, 2.013223999136314)]","[(4.253198410742746, 1.2899347925945759)]","(3.5230000000000006, 2.0980000000000008)",False,False,False,False,False,False,False,False,False,False
"(-1.0269999999999997, -5.3020000000000005)","[(-3.357547574665253, 0.10004683057757768)]","[(-3.1490097899441465, 1.4275276058629383)]","[(-3.8546531425968493, 1.8775852623963387)]","[(-2.4583827547626407, 0.8892542293162865)]","[(-2.360144911301019, 0.8807388896286937)]","[(-3.148831006360532, 1.1046874278742205)]","[(-2.0466252706761074, 1.2509943572905793)]","[(-2.8499582130283336, 1.4462118979133491)]","[(-2.6840963316200925, 1.9250324935759227)]","[(-2.5529571623552147, 1.90159050516642)]","[(-2.2871504588766953, 0.9474535015912354)]","[(-2.8242973540879728, 1.501926736599204)]","[(-1.759933859410448, 1.4044358415264044)]","[(-3.12285236928671, 1.244247445720208)]","[(-2.6957150939359122, 1.491844312346314)]","[(-2.691029001507056, 1.3216843277438837)]","[(-3.9418701834352996, 1.9783971039409274)]","[(-3.285234407357557, 1.4084358349227226)]","[(-1.881152744348173, 1.8337475047430785)]","[(-3.7662977965796007, 1.8461193598484618)]","(-3.4269999999999996, -0.2519999999999998)",False,False,False,False,False,False,False,False,False,False
"(4.223, 1.9480000000000004)","[(4.663888678790014, -5.371696578810097)]","[(4.652320359662547, -4.940212222060473)]","[(4.686516138467367, -5.8213681604448775)]","[(4.849734089871249, -5.484786841422633)]","[(4.642903038676269, -5.2254842190959865)]","[(4.5236010797432575, -4.95001233217436)]","[(4.769412039917878, -5.188653039334253)]","[(4.6712418180702935, -4.936410079478192)]","[(3.470508919452219, -4.5245057124650705)]","[(4.586671599244368, -5.918612433613411)]","[(4.919748460146596, -4.144598719694224)]","[(4.3730990970456975, -4.642344375980845)]","[(5.440629019090958, -5.380520843882112)]","[(4.0604193639921435, -4.813213525806572)]","[(5.34336531073859, -4.857212976940128)]","[(4.735791719101431, -5.13924608023974)]","[(4.7046376876328875, -4.77120083121903)]","[(4.477868088780304, -5.102436003126173)]","[(4.9773795116886, -5.353233859400669)]","[(4.269642076601046, -4.994124482071504)]","(2.7730000000000006, -4.852)",False,False,False,False,False,False,False,False,False,False
"(2.623, -5.002000000000001)","[(-0.5471478985923935, -2.944291605348851)]","[(-1.2013156315326332, -3.249883992568744)]","[(-1.3421624825265404, -3.0031422776211745)]","[(-1.0912521937307385, -2.790992299136754)]","[(-1.0763215803478963, -2.8442614784464997)]","[(-0.259368514927506, -2.3066906834463077)]","[(-1.2408416753201708, -2.1244195142204623)]","[(-1.7788504143458512, -3.2671545710188084)]","[(-1.885520929399827, -2.857459929181097)]","[(-1.6524951935702774, -3.371114218163029)]","[(-1.670598298791791, -2.6290612061224445)]","[(-1.9483037221326622, -2.3054310800975606)]","[(-1.0345690239394618, -3.4713861895026707)]","[(-2.036177315919072, -2.675325306203146)]","[(-1.010777167847861, -2.3413603505799214)]","[(-1.210924605232178, -3.0349828128193046)]","[(-0.8907082305051537, -2.105320540317934)]","[(-1.5908010395863672, -2.0474058020386146)]","[(-0.7193625137489137, -2.6172616796834447)]","[(-1.4065022191280092, -3.04705879813884)]","(-0.7269999999999994, -4.402)",False,False,False,False,False,False,False,False,False,False
"(-3.4769999999999994, 0.09799999999999986)","[(-1.7683459050543942, -3.8753845268625184)]","[(-1.715158275439529, -2.4100190577007847)]","[(-0.9094037119337653, -3.1973091992554066)]","[(-2.6370729539073716, -2.9882399448159287)]","[(-1.914620536375506, -2.88910003959158)]","[(-1.7247500279873313, -1.9989664338929183)]","[(-2.1170590020715645, -2.350772170063788)]","[(-1.9827302430878635, -2.4655890396554923)]","[(-1.486835998343075, -2.2433406727677223)]","[(-1.5782499660724094, -2.770214146516241)]","[(-1.9827302430878635, -2.4655890396554923)]","[(-1.6843506299465059, -2.4115977848058345)]","[(-1.646854360655971, -2.8660479023121535)]","[(-1.4771384379770853, -2.483671408833364)]","[(-1.202047409534659, -2.5995209189450335)]","[(-1.3265452523088659, -2.5326766392226503)]","[(-1.446147002551522, -2.993066443080913)]","[(-1.240486476999005, -3.8888511449059324)]","[(-2.296535301336416, -2.7866025601009947)]","[(-2.145834345108456, -3.268584688845052)]","(-0.577, -4.152)",False,False,False,False,False,False,False,False,False,False
"(3.923000000000001, 0.3979999999999997)","[(-2.1514254487978683, 2.218202380224981)]","[(-1.3492142670040934, 1.7024509883321215)]","[(-1.4315939438978904, 2.7499500991425117)]","[(-2.0782181749066524, 1.675583815641446)]","[(-1.9671607517010106, 2.439630599533923)]","[(-1.7803568548669686, 2.4550350915627575)]","[(-1.993447709877397, 2.2063909826719)]","[(-1.6270451093558418, 1.8601412096226322)]","[(-1.6245073367158325, 2.1887082167762535)]","[(-2.1834220884904116, 1.6714212009024885)]","[(-1.7749003698487185, 2.7717196285419172)]","[(-1.353777540475471, 2.0479561670563675)]","[(-1.1902960009889823, 1.9323903097098736)]","[(-1.9173625030332342, 1.8902697824397772)]","[(-2.916863674012102, 2.0960691545150865)]","[(-2.0357490193532257, 2.385791353808186)]","[(-1.7162119190314384, 1.7288330627058348)]","[(-2.9155913916017875, 2.5719646945545707)]","[(-2.1752959956496767, 2.290020067562552)]","[(-2.051056180889929, 3.0104805738176177)]","(-1.5269999999999997, 1.048)",False,False,False,False,False,False,False,False,False,False
"(-1.3769999999999998, -4.852)","[(3.050226940638598, 0.4754348313696267)]","[(3.4611262520889285, 1.2874338640327723)]","[(2.2762705798496405, 0.859758257245637)]","[(3.514851321358281, 1.0568327077046287)]","[(3.2891281653936386, 0.12808434195227092)]","[(2.5523853798539924, 0.3449383333636631)]","[(3.339969395805465, 1.3087754889694523)]","[(2.711362836024732, 0.681448891908935)]","[(3.202303834456239, 0.3855801069278538)]","[(3.315368525032086, 0.9951785023607608)]","[(2.4320413656447006, 1.3729163827669273)]","[(2.8105602166879002, 0.4831062227060881)]","[(2.9547139169339642, 0.3441277950913908)]","[(3.9431634458176137, 1.4567792162740774)]","[(2.443698736265798, 0.21171224186931936)]","[(2.920500955654635, 0.8036755302233791)]","[(3.0617003808486967, 0.41706888034431333)]","[(3.730160581686669, -0.14685337618564032)]","[(2.706053858247845, 0.57897097018391)]","[(2.6700535627528073, 0.6260896188117455)]","(3.673000000000001, -0.2519999999999998)",False,False,False,False,False,False,False,False,False,False
"(-2.1769999999999996, 2.7479999999999993)","[(-4.0473267511422595, -5.449040017528893)]","[(-3.002533303763075, -5.271165956427723)]","[(-3.4102249058591587, -6.009868406877329)]","[(-3.7850383429491914, -5.6376775728144395)]","[(-2.9205166378238645, -6.504944369909554)]","[(-2.8785740314476866, -5.19029003112007)]","[(-2.4682287087785157, -5.778377652640139)]","[(-4.061738284377159, -5.926585822041506)]","[(-2.9626932615459123, -5.891220646533686)]","[(-3.3949063212311503, -6.109959018438196)]","[(-3.2504803020990596, -6.113364270386442)]","[(-3.8225181634244336, -4.93702576137222)]","[(-2.6857354688151815, -5.92615125712632)]","[(-3.040853799799462, -6.334619809742671)]","[(-3.100143835500249, -4.7857550792468935)]","[(-3.430256229554529, -6.2856320550719555)]","[(-3.4201544648474926, -5.252464917668785)]","[(-2.9315105707037414, -6.700252259923842)]","[(-3.913993319498179, -5.9114731321593235)]","[(-3.3009203208845355, -5.468808748736548)]","(-2.6769999999999996, -4.902)",False,False,False,False,False,False,False,False,False,False
"(-1.0269999999999997, 2.048)","[(2.4505874313308293, 1.7714660368427704)]","[(0.1798201333346523, 1.3413941667401443)]","[(0.06347208641883295, 0.3767882976190048)]","[(0.27540917641878754, -0.33753883546025687)]","[(0.24793707094629402, 0.9896873148495731)]","[(0.8808899846906664, 0.9670058591233491)]","[(-0.09224341352638954, 1.446680415280573)]","[(1.2158406119690417, 1.2892998355601755)]","[(1.0086731079681723, 0.645368538276905)]","[(0.9724799298415859, 0.5895967556447705)]","[(1.6013165599148413, 0.7050684621338265)]","[(0.8753500055503327, 0.11843672453772358)]","[(0.8645977190609353, 1.66710765899081)]","[(1.033400429272918, 0.9622530372544632)]","[(0.8117957091281371, 0.8604173212578132)]","[(0.9645340225482322, 0.31615550436323436)]","[(0.3106073326717455, 1.1203381535124315)]","[(1.357558190259934, 0.07430549335921566)]","[(0.32346753966782654, 0.8834446085423838)]","[(0.8899678629130892, 0.24018062536459428)]","(2.0230000000000006, 2.4979999999999993)",False,False,False,False,False,False,False,False,False,False
"(2.8230000000000004, -2.702)","[(-3.574522963976186, -0.2112170466840989)]","[(-3.8079660712973693, 0.5079741049970043)]","[(-2.670487651167627, 0.8255080650805078)]","[(-2.3891125255775494, 0.9844215753202984)]","[(-3.344412787861635, 0.30479940542962924)]","[(-3.163002852032756, -0.4795404796079651)]","[(-4.114869913831606, -0.3607240649990886)]","[(-3.0472096909244493, 0.48016010804809817)]","[(-2.4279282510802385, 1.210392666829774)]","[(-3.10017478177857, 0.48790148247025944)]","[(-3.5673156743236976, 0.25820332816969466)]","[(-2.8428541893847226, 0.5857461589122487)]","[(-3.2086842351939064, 0.5743197164750187)]","[(-3.1618820710564233, 0.6994411044714643)]","[(-3.5431714401843437, -0.0270239744217331)]","[(-3.5658899039094623, -0.24489704016638136)]","[(-3.276258893459013, 0.33524881979924537)]","[(-3.0524755696103805, 1.2906114323983124)]","[(-3.336998650714271, 0.32733439722177127)]","[(-3.8079660712973693, 0.5079741049970043)]","(-1.8769999999999998, 1.548)",False,False,False,False,False,False,False,False,False,False
"(1.423000000000001, -3.202)","[(3.1461607349220793, -0.4222824013228046)]","[(4.182045304352624, 1.131643684019513)]","[(3.380289056923235, -0.4335063254581326)]","[(4.138625380178251, 0.5305883517477954)]","[(4.366778981359907, 1.0682924436479226)]","[(3.935819678602707, -0.2155336292813147)]","[(3.805728244415327, 0.07742774485094273)]","[(5.35141297054622, 0.5287517283323011)]","[(4.255587201875174, -0.15871264450045275)]","[(3.4998472485956524, 0.9638601556021444)]","[(3.2083068443926783, -0.20756452933452263)]","[(4.524943213330609, 0.3691020506824918)]","[(4.4091632204239515, 0.45978742061046063)]","[(4.01162696599888, 0.32371115538831335)]","[(3.8633461072946482, 0.38771320955562416)]","[(3.4561308704094253, -0.10118626239933803)]","[(4.429230553644005, 0.8734339441573646)]","[(4.103841941147366, -0.04499939728287794)]","[(4.526921309391773, 1.6762580265125835)]","[(3.6241559499304543, 0.3335605424390501)]","(3.123, -0.5519999999999996)",False,False,False,False,False,False,False,False,False,False
"(-3.627, 0.798)","[(4.105258090494975, -3.635129250336452)]","[(4.2745524802213115, -2.9413120342611756)]","[(4.681458937582344, -4.238769545383806)]","[(4.386739702937651, -3.7727323905389345)]","[(4.544960672833875, -4.392154201452497)]","[(5.8440435782695515, -3.6263835550735957)]","[(3.8517003795220397, -3.8755641969686234)]","[(5.341549049894319, -3.5903437686622603)]","[(5.069470697681429, -4.3538388738200995)]","[(4.398049656969669, -4.01547360409577)]","[(5.138441661436241, -3.04944416191365)]","[(4.784166382966454, -3.653509941842248)]","[(3.8332976153569858, -3.9552203101353545)]","[(3.681236485126154, -4.106802682291733)]","[(4.557007843581843, -3.5227063800542244)]","[(6.040058423356292, -3.669192336946766)]","[(5.00894645866915, -4.316707607579408)]","[(4.843979870380038, -3.802929958825191)]","[(5.084992991431335, -3.0778092313466177)]","[(4.535110755867725, -3.094309733257117)]","(4.473, -5.202)",False,False,False,False,False,False,False,False,False,False
"(-4.726999999999999, 0.29800000000000004)","[(1.144725219108354, 1.849026570775965)]","[(0.9645481947045266, 2.6637803674196068)]","[(1.1326559153485467, 1.4104604866053743)]","[(0.952448242751432, 1.5483343298836703)]","[(0.1103844526590475, 1.6711207296720996)]","[(1.08167521956771, 2.007051726800285)]","[(1.5209383327163517, 1.8384803493744866)]","[(1.487589138362127, 2.2185513772358267)]","[(1.3933692118529049, 1.850780953883349)]","[(0.6482003016533089, 0.9830346671357652)]","[(1.2673911633365904, 1.8317379430591967)]","[(0.6607785056949773, 1.350658865720402)]","[(0.629041706604471, 1.163368793598045)]","[(0.9773070860220563, 1.8387270424802709)]","[(0.11822273916133019, 2.035840695663684)]","[(0.7466790877533388, 1.4944279583056643)]","[(0.7662334700454486, 0.4880952687408673)]","[(0.891258304511747, 1.1848209718248954)]","[(1.7402601334921144, 1.8800807802284485)]","[(0.7447194108906999, 2.2530575715937533)]","(0.7230000000000008, 2.8480000000000008)",False,False,False,False,False,False,False,False,False,False
"(-3.877, -3.8520000000000003)","[(-2.5927619728151523, 1.79436480558462)]","[(-2.294121208831758, 0.8113411876797378)]","[(-2.7966166453341876, 1.4655339171543467)]","[(-2.077683386534916, 1.6799334471121288)]","[(-2.420796010428007, 1.19746861246047)]","[(-3.0485724884563052, 1.5930122069802422)]","[(-2.7773421659226996, 0.9681925678412604)]","[(-2.547534685987843, 1.9178961480156502)]","[(-2.2881897532921567, 1.9396335308504233)]","[(-2.2687066344807922, 1.4713339370930756)]","[(-2.818018216520953, 1.8540326418304607)]","[(-2.5299582434793835, 1.7132490022688773)]","[(-1.9139684170813531, 1.1255732093813562)]","[(-2.0962475974285706, 0.7088733803199005)]","[(-3.045365986413543, 0.9954813336849907)]","[(-2.5119720709121776, 1.5167413833606955)]","[(-3.3848324686753894, 1.957779311610573)]","[(-2.5523873290537313, 1.4395174515340134)]","[(-2.5102535390971816, 2.1526873855596547)]","[(-2.735649646145713, 1.6664682249818537)]","(-1.6269999999999998, 0.29800000000000004)",False,False,False,False,False,False,False,False,False,False
"(1.423000000000001, -3.3520000000000003)","[(4.22053225179481, -2.9472503159199945)]","[(5.445972888807413, -3.5045276859091117)]","[(5.5268923363223275, -3.644981025995599)]","[(5.774771283114807, -3.6816647656634975)]","[(4.9289043984306735, -3.9653028911032213)]","[(5.187173944755768, -3.2872139973957837)]","[(5.327026366091423, -3.559550734568606)]","[(5.423563305808409, -4.291703830025362)]","[(4.987596490427133, -3.1707524586006763)]","[(4.464844170582186, -3.9632530737871776)]","[(4.553142863664523, -4.463711390887799)]","[(4.7170557096650025, -4.419089364829015)]","[(4.934946554888931, -3.736710031425188)]","[(4.974636583443188, -3.770570529656291)]","[(5.323504280727507, -4.025246072188267)]","[(4.8657698275808485, -3.096717271849685)]","[(4.265674915493907, -3.043527524499945)]","[(5.555950582531385, -3.571183959109718)]","[(5.041847057502684, -3.683425685999584)]","[(4.714660364894181, -3.554433917344033)]","(3.623, -5.102)",False,False,False,False,False,False,False,False,False,False
"(-2.6769999999999996, -5.202)","[(-0.6460083886263841, 1.2415407086301409)]","[(-0.10920745755711359, 1.9379868339923285)]","[(-1.2119315362495044, 2.3594657591935)]","[(-0.38064846496060656, 0.32492550465668524)]","[(-1.7808030158321144, 2.1842402314633347)]","[(-1.3220729082585965, 1.6977491763322474)]","[(-1.2847452945044877, 1.9878513682609746)]","[(-1.6182382825276949, 1.7445539073741827)]","[(-1.1197235956136047, 1.9680578617693196)]","[(-0.919866087476955, 1.578262034988947)]","[(-0.49989863875202034, 1.809718219130609)]","[(-1.531627732562268, 2.170168073021916)]","[(-1.670337619680167, 0.9866657793090049)]","[(-1.5338130990471481, 1.5965622034267875)]","[(-1.0895303417819695, 1.6800624513179332)]","[(-1.983150652421291, 1.3240241875307808)]","[(-0.8733851693484651, 1.9879248268181007)]","[(-1.1441920917519823, 1.7064640047804283)]","[(-1.3595975915925043, 2.2501729507014887)]","[(-0.39071595870546916, 1.9757158553072813)]","(-0.7769999999999992, -0.3019999999999996)",False,False,False,False,False,False,False,False,False,False
"(4.423000000000001, 1.2480000000000002)","[(1.9192183908227247, -1.9164666971333764)]","[(1.6461381406307127, -2.8991982729343735)]","[(2.0809446618874423, -1.6962257208154798)]","[(1.1113053532795423, -2.010438429877264)]","[(1.2590793460772483, -2.464192686370846)]","[(1.0259764460741279, -1.7517543100061874)]","[(0.5117355820377407, -1.7070426442888926)]","[(1.129127572432363, -1.8679168867284306)]","[(1.8477992865025574, -1.7575885138127627)]","[(1.91805289471153, -1.7685412266382725)]","[(1.2732904669819856, -2.0637589339224003)]","[(0.7276058598984678, -2.0537890803198993)]","[(0.7571110748071366, -1.988636288175609)]","[(1.9903448692437316, -1.7100934027464674)]","[(0.6952802939583372, -2.132227392336338)]","[(1.95414630667045, -2.866627256057117)]","[(1.2883018611153025, -1.9554620531490807)]","[(1.0451626603682056, -1.6243749661738502)]","[(0.9643453938308111, -2.933089509551287)]","[(1.960144557201935, -2.4016726062081917)]","(2.2230000000000008, -1.1020000000000003)",False,False,False,False,False,False,False,False,False,False
"(1.673000000000001, -0.8520000000000003)","[(-2.923247059964323, 0.85865076185565)]","[(-4.094095463534259, 0.5350944158056845)]","[(-2.5312860383035716, -0.0011157264866206718)]","[(-2.8571066366934907, 0.4482667472696332)]","[(-3.7981095526140125, 1.1194503061105192)]","[(-2.472936136976993, 0.5296947570032441)]","[(-3.6058386680015477, 0.8663913200993006)]","[(-3.5294997520563163, 1.1412556629995079)]","[(-2.5013230634325376, -0.00659583094799987)]","[(-3.6859185803463697, 0.8200747457238975)]","[(-2.2199610197480757, 0.2884522819788544)]","[(-3.193694430628519, 0.5486151979113584)]","[(-3.7757982762023516, -0.3575435911964318)]","[(-2.036580664743642, 0.5937444301602972)]","[(-2.849272010354304, 0.3904153741636515)]","[(-1.9212971537559478, 0.26020462258910915)]","[(-3.622235321032432, 0.6222365510820731)]","[(-2.9729186551025304, 0.20707946216864992)]","[(-1.9800041354209357, 0.3161699190128073)]","[(-3.8497064888275583, 0.42791859473464106)]","(-2.0269999999999997, 0.09799999999999986)",False,False,False,False,False,False,False,False,False,False
"(0.5730000000000004, -3.652)","[(-2.2087402961528184, -4.2127756740977835)]","[(-1.5805836981567953, -4.4952255388903755)]","[(-1.3068126513828215, -5.1458518516336955)]","[(-1.6765826780993835, -3.868033432691123)]","[(-1.3548724796295342, -4.549805882795988)]","[(-1.968152891525, -3.4337882101994066)]","[(-1.7146325366639061, -3.9691086105649815)]","[(-1.4528556446908298, -3.9053093135497776)]","[(-1.5702062603656843, -3.189846931556806)]","[(-2.17206410835501, -3.883859754304237)]","[(-1.791398766283555, -4.646482577196853)]","[(-1.5216401465741325, -3.5931183112428475)]","[(-1.0007114060120281, -4.01365750508944)]","[(-2.4810500212976607, -4.277233593901756)]","[(-2.6187241607272447, -3.4087848444093796)]","[(-2.2408993069225014, -3.934006236983252)]","[(-1.2901334541412988, -3.530924159293053)]","[(-2.7200528638345487, -3.6425639866129162)]","[(-2.870180063660023, -3.6002913520034148)]","[(-1.3711418023987352, -2.49693512982297)]","(-1.7269999999999994, -5.902)",False,False,False,False,False,False,False,False,False,False
"(-2.4269999999999996, 0.9980000000000002)","[(1.0139920404665228, 2.684610959228145)]","[(0.43134732399470654, 1.719352061978352)]","[(0.7669399760796732, 1.4401685208534591)]","[(1.4930248991905826, 2.479261790950116)]","[(0.2596861758474145, 2.58588488040584)]","[(0.708259565677533, 2.2234970511553755)]","[(0.2767092294975566, 1.6654164117254688)]","[(1.2119814106885753, 2.4322135599199832)]","[(1.4918021337002665, 1.656885941838996)]","[(0.9605742689875776, 2.0900882853839566)]","[(1.2259640966717988, 2.618717372537083)]","[(1.1166693192992383, 2.5100065346939324)]","[(0.5025988339334881, 2.2134120320971644)]","[(-0.08451003279468661, 2.7024903752329013)]","[(1.1738028939028295, 1.4663721040055466)]","[(1.4129991681305891, 1.9212931634997272)]","[(1.3771174106378794, 2.636215304019115)]","[(1.4135780298877707, 2.1923888607172413)]","[(0.7509052977763032, 2.0561585050829247)]","[(0.4870605413611762, 1.8249000333360574)]","(-0.1769999999999996, 0.9480000000000004)",False,False,False,False,False,False,False,False,False,False
"(2.5730000000000004, 2.798)","[(0.9747874280393216, -3.40466199491143)]","[(1.8935991434092323, -4.447998716866766)]","[(1.707887060321566, -4.475806770212923)]","[(1.4938642988998692, -3.562487915889264)]","[(1.8006728518652741, -3.5475382257501926)]","[(2.3167047093369124, -3.8049994761388763)]","[(1.1990206183745524, -3.4041300815564495)]","[(2.2895524604611186, -4.000595403006404)]","[(1.0916795235367522, -3.537331291255044)]","[(1.3191588689756566, -4.264422984061733)]","[(2.1503443833856464, -4.393547309965823)]","[(1.0516623883710017, -3.504004731812503)]","[(2.136782054111589, -4.052600566490273)]","[(0.6497908317268309, -3.0573798414110365)]","[(1.812190678038416, -4.624115825631142)]","[(1.6459275689445536, -3.038270556041706)]","[(2.386736314453585, -4.271013795787924)]","[(2.4296341892445117, -3.392076321813126)]","[(1.6952004368106022, -3.3448143281059672)]","[(1.8334640321682465, -3.082316378609108)]","(3.0730000000000004, -3.552)",False,False,False,False,False,False,False,False,False,False
"(4.473, 2.0980000000000008)","[(2.164644633928746, 1.4695837284364597)]","[(1.9139975466827945, 1.8978355956156445)]","[(1.6159545161308084, 1.5661207409455609)]","[(2.3203183058658974, 1.068300248079015)]","[(2.7898041864628285, 0.6160662224333187)]","[(2.605909470081279, 0.5727885935493431)]","[(2.807027797831721, 1.0668792909458555)]","[(1.692637793742919, 1.2591482194322914)]","[(2.375835906735381, 1.5083810518060965)]","[(2.8166377897992603, 1.031404345443221)]","[(2.8440678928399334, 0.3686919363395267)]","[(2.07996463358815, 1.5140148362432775)]","[(2.7584151391654768, 1.2496538581174201)]","[(2.21302640111582, 1.0732018165358101)]","[(2.0363248514457193, -0.2058493348652346)]","[(1.6957017411769197, 1.2999748534101836)]","[(1.652575893267817, 0.7232378948233438)]","[(2.175922662322646, 1.5615367129830993)]","[(1.9431329607490564, 1.1958309011233719)]","[(1.9914252218512907, 1.4254065203339972)]","(1.2730000000000006, 2.1479999999999997)",False,False,False,False,False,False,False,False,False,False
"(0.7730000000000006, -5.952)","[(-1.1873886943602594, -1.656493809479936)]","[(-1.1162143690607773, -1.349483660073291)]","[(-0.47511689698518134, -1.9682722969263198)]","[(-0.49738976302144544, -1.1322826718166552)]","[(-1.1359994292075863, -1.3663789961674966)]","[(-1.119242885015387, -1.4559348010422068)]","[(-0.9030282301756437, -2.093453212872765)]","[(-0.7822171715670855, -1.5536177322933642)]","[(-0.589254885144173, -2.7602187814231556)]","[(-1.2013859823154627, -0.8907922182199356)]","[(-0.8666784423349136, -1.7364374406004321)]","[(-1.4378065041040404, -1.2551763563061176)]","[(-1.1900604876241525, -1.4443540552549672)]","[(-0.3703458565078295, -2.367991973598347)]","[(-1.2403928441501983, -0.8858112393686499)]","[(-0.3833464894182792, -2.1790400626141446)]","[(-0.6232532292139897, -1.8150009575047867)]","[(-0.9154198235017192, -1.7628725698013712)]","[(-0.30395651654262434, -2.3693104474489273)]","[(-1.2433981910920509, -1.0403223447481045)]","(-2.6769999999999996, -2.2520000000000002)",False,False,False,False,False,False,False,False,False,False
